Mass,Abundance,C,H,O,N,C13,S,P,Na,Error_ppm,Candidates,CalMass,AlignMasses,NeutralMass,sn,resolution,rel_abu,peak_index,El_comp,Sample,DBE,DBEO,AI,AImod,O_C,H_C,N_C,P_C,N_P,P_N,NOSC,GFE,PI,NKM,KMD-CH2,KMD-CO2,KMD-H2,KMD-O2,KMD-H2O,KMD-CHO,KMD-OCH2,KMD-C6H4O,Ymet,Molecular formula,Outline,Specifics,MSCC,CRAM,IOS
291.099518,2168952.8,14,16,5,2,0,0,0,0,0.156498259533406,1,291.098721461834,291.098690881688,292.105967348568,13.95,366575.7,0.0112874139338075,761,CHON,Altamaha_PP48_000107-4_p08,8.0,3.0,0.14286,0.36842,0.35714,1.14286,0.14286,0.0,inf,0.0,0.0,60.3,0.5,291.0,0.2258511994,0.166491924,2.1609726294,0.1917371338,0.0714853022,0.0716915034,0.0032381004,0.0162531277,0.14813534838662606,C14H16O5N2,PUCs,Lignin-like,Proteins,CRAM,
291.124569,11363970.0,16,20,5,0,0,0,0,0,0.061563416142328,1,291.123772375081,291.123779301033,292.131055767913,83.28,353815.5,0.0591390616344306,764,CHO,Altamaha_PP48_000107-4_p08,7.0,2.0,0.18182,0.33333,0.3125,1.25,0.0,0.0,,,-0.625,78.1125,0.3125,291.0,0.2018208217,0.1905547259,2.1371021755,0.2158020221,0.0474421673,0.0957464709,0.0208106746,0.0403035135,0.11277247053638625,C16H20O5,PUCs,Lignin-like,Not Matched,CRAM,
291.160962,2795151.0,17,24,4,0,0,0,0,0,0.0345962876919883,1,291.16016524904,291.160172684011,292.167449150891,18.67,382609.0,0.0145462023629542,766,CHO,Altamaha_PP48_000107-4_p08,6.0,2.0,0.15385,0.26667,0.23529,1.41176,0.0,0.0,,,-0.94118,87.12353,0.23529,291.0,0.1654764495,0.2269481378,2.1009996775,0.2521985894,0.0110785006,0.1321280334,0.0571828716,0.0766781467,0.10048459941735013,C17H24O4,PUCs,Lignin-like,Not Matched,CRAM,
291.200724,2146973.5,15,32,3,0,0,1,0,0,0.0382452082049848,1,291.199927111317,291.199950292146,292.207226759026,13.78,381692.6,0.0111730317964575,767,CHOS,Altamaha_PP48_000107-4_p08,0.0,-3.0,0.0,0.0,0.2,2.13333,0.0,0.0,,,-1.6,105.9,0.2,291.0,0.1252192714,0.2672596351,2.0610104136,0.2925135819,0.0292000492,0.1724264058,0.0974708702,0.1169688438,0.10206677239613329,C15H32O3S,SSCs,Lipid-like,Not Matched,,
292.047075,3384273.0,13,11,7,1,0,0,0,0,0.127671311856064,2,292.046275176424,292.046237831589,293.053514298469,23.11,319363.6,0.0176120431094714,769,CHON,Altamaha_PP48_000107-4_p08,9.0,2.0,0.2,0.52941,0.53846,0.84615,0.07692,0.0,inf,0.0,0.46154,47.14615,0.61538,292.0,0.2798251013,0.1137945001,2.2212423983,0.1391218446,0.1249569787,0.0186856489,0.0564877364,0.0369330942,0.17331683551621205,C13H11O7N,PPAs,Polyphenol-like,Not Matched,,
292.08341,3885022.3,14,15,6,1,0,0,0,0,0.0194645650834805,1,292.082610050279,292.082655047552,293.089931514432,26.89,339121.9,0.0202179848460386,771,CHON,Altamaha_PP48_000107-4_p08,8.0,2.0,0.14286,0.4,0.42857,1.07143,0.07143,0.0,inf,0.0,0.0,60.3,0.5,292.0,0.2434807291,0.150187912,2.1851399004,0.1755184118,0.088593312,0.0550672115,0.0201155394,0.0005584609,0.14589719585743907,C14H15O6N,PUCs,Lignin-like,Not Matched,CRAM,
292.119752,1273067.5,15,19,5,1,0,0,0,0,0.0484519313878024,1,292.118951924098,292.119060461256,293.126336928136,7.19,401878.6,0.0066251510121278,773,CHON,Altamaha_PP48_000107-4_p08,7.0,2.0,0.11111,0.30435,0.33333,1.26667,0.06667,0.0,inf,0.0,-0.4,71.7,0.4,292.0,0.207136357,0.1865813238,2.1490374024,0.2119149791,0.0522296454,0.0914487741,0.0162566576,0.0358161723,0.12596833871202412,C15H19O5N,PUCs,Lignin-like,Not Matched,CRAM,
293.013342,1252912.6,13,10,6,0,0,1,0,0,0.022074278733887,1,293.012538817736,293.012538766995,294.019815233875,7.04,454030.0,0.0065202632067802,777,CHOS,Altamaha_PP48_000107-4_p08,9.0,3.0,0.33333,0.55556,0.46154,0.76923,0.0,0.0,,,0.30769,51.53077,0.46154,293.0,0.3146482312,0.0802736886,2.2624888449,0.1056848304,0.1592677164,0.015149837,0.0905719388,0.0709525986,0.1652709620349851,C13H10O6S,PPAs,Polyphenol-like,Not Matched,,
293.031109,11884855.0,13,10,8,0,0,0,0,0,0.0793257511237986,1,293.0303057559,293.030314155671,294.037590622551,87.21,337414.0,0.0618497912579205,778,CHO,Altamaha_PP48_000107-4_p08,9.0,1.0,0.2,0.55556,0.61538,0.76923,0.0,0.0,,,0.46154,47.14615,0.61538,293.0,0.2974546311,0.0974904881,2.2454096693,0.1229031226,0.1420649885,0.002061357,0.0733651755,0.0537446828,0.17206987283266506,C13H10O8,PPAs,Polyphenol-like,Not Matched,,
293.034494,1689656.3,10,14,8,0,0,1,0,0,0.0441961766233481,1,293.033690744118,293.033674644805,294.040951111685,10.33,378872.5,0.0087931143840316,779,CHOS,Altamaha_PP48_000107-4_p08,4.0,-4.0,0.0,0.0,0.8,1.4,0.0,0.0,,,0.4,48.9,0.8,293.0,0.2935418251,0.1014085737,2.2415229034,0.1268215479,0.1381501054,0.0059781668,0.0694493739,0.0498286189,0.2186764918362495,C10H14O8S,PUCs,Tannin-like,Not Matched,,
293.067494,27390276.0,14,14,7,0,0,0,0,0,0.0494237058217731,1,293.066690629255,293.066690871445,294.073967338325,204.12,343620.0,0.142541314395239,784,CHO,Altamaha_PP48_000107-4_p08,8.0,1.0,0.14286,0.42857,0.5,1.0,0.0,0.0,,,0.0,60.3,0.5,293.0,0.2611102589,0.1338839,2.2093071714,0.1592996899,0.1057013219,0.0384429195,0.0369929785,0.0173700495,0.14501256831335874,C14H14O7,PUCs,Lignin-like,Not Matched,CRAM,
293.078809,2223432.5,13,14,6,2,0,0,0,0,0.114186186330293,1,293.078005589869,293.077943305986,294.085219772866,14.35,371125.3,0.0115709309033283,785,CHON,Altamaha_PP48_000107-4_p08,8.0,2.0,0.0,0.375,0.46154,1.07692,0.15385,0.0,inf,0.0,0.30769,51.53077,0.61538,293.0,0.2487962644,0.1462145098,2.1970751273,0.1716313689,0.0933807901,0.0507695147,0.0246695565,0.0050458021,0.168769771893853,C13H14O6N2,PUCs,Lignin-like,Proteins,CRAM,
293.103862,32825682.0,15,18,6,0,0,0,0,0,0.0139050379030366,1,293.103058502658,293.103057753905,294.110334220785,245.11,345663.3,0.170827627228004,788,CHO,Altamaha_PP48_000107-4_p08,7.0,1.0,0.11111,0.33333,0.4,1.2,0.0,0.0,,,-0.4,71.7,0.4,293.0,0.2247658867,0.1702773118,2.1732046734,0.1956962572,0.0693376552,0.0748244821,0.0006207815,0.0190045837,0.12530833068914976,C15H18O6,PUCs,Lignin-like,Not Matched,CRAM,
293.115225,1471829.6,14,18,5,2,0,0,0,0,0.117228164682266,1,293.114421463101,293.114260752488,294.121537219368,8.69,418637.3,0.007659525802143,789,CHON,Altamaha_PP48_000107-4_p08,7.0,2.0,0.0,0.26316,0.35714,1.28571,0.14286,0.0,inf,0.0,-0.14286,64.37143,0.5,293.0,0.2124518922,0.1826079217,2.1609726294,0.2080279362,0.0570171235,0.0871510772,0.0117026405,0.0313288311,0.14606290393480065,C14H18O5N2,PUCs,Lignin-like,Proteins,CRAM,
293.140236,9433439.0,16,22,5,0,0,0,0,0,0.0500209335517621,1,293.139432376028,293.139432636326,294.146709103206,68.72,346531.6,0.0490924149259142,791,CHO,Altamaha_PP48_000107-4_p08,6.0,1.0,0.09091,0.25926,0.3125,1.375,0.0,0.0,,,-0.75,81.675,0.3125,293.0,0.1884215145,0.2066707237,2.1371021755,0.2320928245,0.0329739886,0.1112060447,0.0357514155,0.0553792169,0.11031832945559115,C16H22O5,PUCs,Lignin-like,Not Matched,CRAM,
293.176597,138436976.0,17,26,4,0,0,0,0,0,0.122952939021468,1,293.175793249431,293.175796685442,294.183073152322,1041.46,355622.2,0.720437739289015,792,CHO,Altamaha_PP48_000107-4_p08,5.0,1.0,0.07692,0.2,0.23529,1.52941,0.0,0.0,,,-1.05882,90.47647,0.23529,293.0,0.1520771423,0.2430641355,2.1009996775,0.2684893918,0.0033896781,0.1475876072,0.0721236125,0.0917538502,0.09853150439530137,C17H26O4,UAAs,Lipid-like,Not Matched,,
293.179941,7985517.0,14,30,4,0,0,1,0,0,0.139634284158349,1,293.179137237787,293.179162596001,294.186439062881,57.8,344987.1,0.0415573062975169,793,CHOS,Altamaha_PP48_000107-4_p08,0.0,-4.0,0.0,0.0,0.28571,2.14286,0.0,0.0,,,-1.42857,101.01429,0.28571,293.0,0.1481643364,0.246982221,2.0971129116,0.272407817,0.0073045612,0.1515044171,0.076039414,0.095669914,0.11222827077415634,C14H30O4S,SSCs,Lipid-like,Not Matched,,
294.062688,4358830.5,13,13,7,1,0,0,0,0,0.142880281739389,2,294.061881160614,294.061883150749,295.069159617629,30.45,339517.6,0.0226837228181292,794,CHON,Altamaha_PP48_000107-4_p08,8.0,1.0,0.0,0.41176,0.53846,1.0,0.07692,0.0,inf,0.0,0.30769,51.53077,0.61538,294.0,0.2664257941,0.1299104978,2.2212423983,0.155412647,0.1104888,0.0341452227,0.0415469956,0.0218573907,0.16758715721337514,C13H13O7N,PUCs,Lignin-like,Not Matched,CRAM,
294.099073,3638972.0,14,17,6,1,0,0,0,0,0.032589137728395,1,294.098266033626,294.098301199383,295.105577666263,25.03,329818.7,0.018937518261133,796,CHON,Altamaha_PP48_000107-4_p08,7.0,1.0,0.0,0.3,0.42857,1.21429,0.07143,0.0,inf,0.0,-0.14286,64.37143,0.5,294.0,0.2300814219,0.1663039097,2.1851399004,0.1918092143,0.0741251334,0.0705267853,0.0051747986,0.0145172425,0.1433038968468826,C14H17O6N,PUCs,Lignin-like,Not Matched,CRAM,
295.010393,1975304.0,12,8,9,0,0,0,0,0,0.198680785995802,2,295.009582849046,295.009496575963,296.016773042843,12.48,359768.3,0.0102796491897407,803,CHO,Altamaha_PP48_000107-4_p08,9.0,0.0,0.0,0.6,0.75,0.66667,0.0,0.0,,,0.83333,36.55,0.75,295.0,0.3203996961,0.077213074,2.2815121673,0.1027973578,0.1639604765,0.0188606318,0.0947966316,0.0750436126,0.2030664815549264,C12H8O9,PPAs,Polyphenol-like,Not Matched,,
295.028997,1637390.9,13,12,6,0,0,1,0,0,0.362012514060776,1,295.028186783955,295.028289509461,296.035565976341,9.93,360020.1,0.0085211208191112,804,CHOS,Altamaha_PP48_000107-4_p08,8.0,2.0,0.16667,0.44444,0.46154,0.92308,0.0,0.0,,,0.15385,55.91538,0.46154,295.0,0.301248924,0.0963896863,2.2624888449,0.1219756328,0.1447995377,0.0003097368,0.0756311979,0.0558768952,0.16005290443787618,C13H12O6S,PUCs,Lignin-like,Not Matched,CRAM,
295.046727,22623254.0,13,12,8,0,0,0,0,0,0.0774776203693704,2,295.045916721919,295.045917957621,296.053194424501,168.17,336584.8,0.117733328465086,805,CHO,Altamaha_PP48_000107-4_p08,8.0,0.0,0.0,0.44444,0.61538,0.92308,0.0,0.0,,,0.30769,51.53077,0.61538,295.0,0.2840553239,0.1136064859,2.2454096693,0.1391939251,0.1275968099,0.0175209308,0.0584244346,0.0386689793,0.16642100099530166,C13H12O8,PUCs,Lignin-like,Not Matched,CRAM,
295.058043,1429785.4,12,12,7,2,0,0,0,0,0.17044281429238,1,295.057232682324,295.057224745478,296.064501212358,8.36,399575.9,0.0074407242270622,806,CHON,Altamaha_PP48_000107-4_p08,8.0,1.0,0.0,0.38462,0.58333,1.0,0.16667,0.0,inf,0.0,0.66667,41.3,0.75,295.0,0.2717413294,0.1259370957,2.2331776253,0.151525604,0.1152762781,0.0298475259,0.0461010126,0.026344732,0.19848615764723967,C12H12O7N2,PUCs,Lignin-like,Proteins,CRAM,
295.06545,1531932.1,14,16,5,0,0,1,0,0,0.0716836806083522,1,295.064639656406,295.06458907074,296.07186553762,9.13,406798.7,0.0079723042987321,808,CHOS,Altamaha_PP48_000107-4_p08,7.0,2.0,0.125,0.33333,0.35714,1.14286,0.0,0.0,,,-0.28571,68.44286,0.35714,295.0,0.2649045518,0.1327830982,2.2263863469,0.1583722001,0.1084358711,0.0366912994,0.0392590009,0.019502262,0.1363829376887422,C14H16O5S,PUCs,Lignin-like,Not Matched,CRAM,
295.08312,45417508.0,14,16,7,0,0,0,0,0,0.0604390743363376,2,295.082309594574,295.082308506038,296.089584972918,340.05,343187.4,0.236356555402227,810,CHO,Altamaha_PP48_000107-4_p08,7.0,0.0,0.0,0.33333,0.5,1.14286,0.0,0.0,,,-0.14286,64.37143,0.5,295.0,0.2477109517,0.1499998977,2.2093071714,0.1755904924,0.0912331432,0.0539024934,0.0220522376,0.0022943461,0.14097972763167918,C14H16O7,PUCs,Lignin-like,Not Matched,CRAM,
295.094419,2050086.8,13,16,6,2,0,0,0,0,0.106989430162429,1,295.093608555034,295.09359146938,296.10086793626,13.04,357811.5,0.0106688252099515,811,CHON,Altamaha_PP48_000107-4_p08,7.0,1.0,0.0,0.25,0.46154,1.23077,0.15385,0.0,inf,0.0,0.15385,55.91538,0.61538,295.0,0.2353969572,0.1623305076,2.1970751273,0.1879221713,0.0789126115,0.0662290885,0.0097288157,0.0100299013,0.16333207619859172,C13H16O6N2,PUCs,Lignin-like,Proteins,CRAM,
295.119509,38708272.0,15,20,6,0,0,0,0,0,0.0338367878386648,1,295.118698467231,295.118701887768,296.125978354648,289.46,345485.3,0.201441123442803,813,CHO,Altamaha_PP48_000107-4_p08,6.0,0.0,0.0,0.25,0.4,1.33333,0.0,0.0,,,-0.53333,75.5,0.4,295.0,0.2113665795,0.1863933095,2.1732046734,0.2119870596,0.0548694766,0.0902840559,0.0143199594,0.0340802871,0.12228556901508317,C15H20O6,PUCs,Lignin-like,Not Matched,CRAM,
295.155913,5421117.0,16,24,5,0,0,0,0,0,0.0505730133767605,1,295.155102339823,295.155082436196,296.162358903076,38.46,362082.6,0.0282119516674595,814,CHO,Altamaha_PP48_000107-4_p08,5.0,0.0,0.0,0.18519,0.3125,1.5,0.0,0.0,,,-0.875,85.2375,0.3125,295.0,0.1750222073,0.2227867214,2.1371021755,0.2483836269,0.0185058099,0.1266656185,0.0506921564,0.0704549203,0.10796872687262946,C16H24O5,UAAs,Aliphatic-like,Not Matched,CRAM,
296.041932,2235008.3,12,11,8,1,0,0,0,0,0.143013951843133,2,296.041118235128,296.041147386145,297.048423853025,14.43,326318.8,0.0116311723462103,815,CHON,Altamaha_PP48_000107-4_p08,8.0,0.0,0.0,0.42857,0.66667,0.91667,0.08333,0.0,inf,0.0,0.66667,41.3,0.75,296.0,0.2893708591,0.1096330837,2.2573448963,0.1353068821,0.132384288,0.013223234,0.0629784517,0.0431563205,0.19685243293018784,C12H11O8N,PUCs,Lignin-like,Not Matched,CRAM,
296.078375,4679053.5,13,15,7,1,0,0,0,0,0.0912431681877466,2,296.077561107273,296.077548267557,297.084824734437,32.86,328658.0,0.0243501904112118,817,CHON,Altamaha_PP48_000107-4_p08,7.0,0.0,0.0,0.29412,0.53846,1.15385,0.07692,0.0,inf,0.0,0.15385,55.91538,0.61538,296.0,0.2530264869,0.1460264956,2.2212423983,0.1717034494,0.0960206213,0.0496047966,0.0266062547,0.0067816873,0.16222419047340264,C13H15O7N,PUCs,Lignin-like,Not Matched,CRAM,
296.114747,1804698.9,14,19,6,1,0,0,0,0,0.0627933761491316,1,296.113932979655,296.113979538066,297.121256004946,10.96,397468.5,0.009391805810706,819,CHON,Altamaha_PP48_000107-4_p08,6.0,0.0,0.0,0.2,0.42857,1.35714,0.07143,0.0,inf,0.0,-0.28571,68.44286,0.5,296.0,0.2166821147,0.1824199074,2.1851399004,0.2081000167,0.0596569547,0.0859863591,0.0097659423,0.0295929459,0.13795633921248124,C14H19O6N,PUCs,Lignin-like,Not Matched,CRAM,
297.008229,1364449.0,12,10,7,0,0,1,0,0,0.0179016573066594,1,297.007411840847,297.007452233777,298.014728700657,7.71,452771.4,0.0071007080719182,824,CHOS,Altamaha_PP48_000107-4_p08,8.0,1.0,0.0,0.46667,0.58333,0.83333,0.0,0.0,,,0.5,46.05,0.58333,297.0,0.324193989,0.0761122722,2.2985913428,0.1018698679,0.1666950257,0.0206122519,0.097062654,0.077175825,0.18653803061467372,C12H10O7S,PUCs,Lignin-like,Not Matched,CRAM,
297.026043,7069415.5,12,10,9,0,0,0,0,0,0.0617025124664873,1,297.025225778191,297.025223842373,298.032500309253,49.86,353052.0,0.0367898365601017,825,CHO,Altamaha_PP48_000107-4_p08,8.0,-1.0,0.0,0.46667,0.75,0.83333,0.0,0.0,,,0.66667,41.3,0.75,297.0,0.3070003889,0.0933290717,2.2815121673,0.1190881602,0.1494922979,0.003401058,0.0798558907,0.0599679091,0.19524538278859122,C12H10O9,PUCs,Tannin-like,Not Matched,CRAM,
297.041212,1579245.0,16,10,6,0,0,0,0,0,0.0773825409247489,1,297.040394724836,297.040438523029,298.047714989909,9.29,378385.2,0.0082185246345129,826,CHO,Altamaha_PP48_000107-4_p08,12.0,6.0,0.6,0.69231,0.375,0.625,0.0,0.0,,,0.125,56.7375,0.375,297.0,0.2917624227,0.1085875985,2.2663756108,0.13434801,0.1342462422,0.0118525008,0.0646062586,0.0447172556,0.13014350112079837,C16H10O6,PAs,Cond. aromatic-like,Not Matched,,
297.044669,1867502.3,13,14,6,0,0,1,0,0,0.0241896798245513,1,297.043851712676,297.043839614881,298.051116081761,11.42,436819.3,0.0097186400194774,827,CHOS,Altamaha_PP48_000107-4_p08,7.0,1.0,0.0,0.33333,0.46154,1.07692,0.0,0.0,,,0.0,60.3,0.46154,297.0,0.2878496168,0.1125056841,2.2624888449,0.1382664352,0.130331359,0.0157693107,0.0606904571,0.0408011918,0.15515425890783768,C13H14O6S,PUCs,Lignin-like,Not Matched,CRAM,
297.062422,38962932.0,13,14,8,0,0,0,0,0,0.0238118011174353,1,297.061604650229,297.061598056877,298.068874523757,285.51,341366.2,0.202766395635164,829,CHO,Altamaha_PP48_000107-4_p08,7.0,-1.0,0.0,0.33333,0.61538,1.07692,0.0,0.0,,,0.15385,55.91538,0.61538,297.0,0.2706560167,0.1297224836,2.2454096693,0.1554847275,0.1131286312,0.0329805046,0.0434836937,0.0235932759,0.16113123312408664,C13H14O8,PUCs,Lignin-like,Not Matched,CRAM,
297.073689,1663736.9,12,14,7,2,0,0,0,0,0.282035945844055,1,297.072871610595,297.072908416923,298.080184883803,9.92,371628.5,0.0086582276328234,830,CHON,Altamaha_PP48_000107-4_p08,7.0,0.0,0.0,0.23077,0.58333,1.16667,0.16667,0.0,inf,0.0,0.5,46.05,0.75,297.0,0.2583420222,0.1420530934,2.2331776253,0.1678164065,0.1008080994,0.0453070997,0.0311602718,0.0112690285,0.1910074047802872,C12H14O7N2,PUCs,Lignin-like,Proteins,CRAM,
297.081072,2950907.5,14,18,5,0,0,1,0,0,0.0444455238886708,1,297.080254584623,297.080204662765,298.087481129645,19.43,326729.6,0.0153567723709235,831,CHOS,Altamaha_PP48_000107-4_p08,6.0,1.0,0.0,0.2381,0.35714,1.28571,0.0,0.0,,,-0.42857,72.51429,0.35714,297.0,0.2515052446,0.1488990959,2.2263863469,0.1746630025,0.0939676924,0.0521508732,0.0243182601,0.0044265585,0.13280988680264103,C14H18O5S,PUCs,Lignin-like,Not Matched,CRAM,
297.098812,53577476.0,14,18,7,0,0,0,0,0,0.0563749734771963,1,297.097994522215,297.097993271296,298.105269738176,393.49,342266.4,0.278821719467864,832,CHO,Altamaha_PP48_000107-4_p08,6.0,-1.0,0.0,0.2381,0.5,1.28571,0.0,0.0,,,-0.28571,68.44286,0.5,297.0,0.2343116445,0.1661158954,2.2093071714,0.1918812948,0.0767649646,0.0693620672,0.0071114968,0.0127813573,0.137165126533137,C14H18O7,PUCs,Lignin-like,Not Matched,CRAM,
297.110119,1281414.1,13,18,6,2,0,0,0,0,0.10426888581358,1,297.109301482436,297.109240938194,298.116517405074,7.09,310770.3,0.0066685874249165,833,CHON,Altamaha_PP48_000107-4_p08,6.0,0.0,0.0,0.125,0.46154,1.38462,0.15385,0.0,inf,0.0,0.0,60.3,0.61538,297.0,0.22199765,0.1784465053,2.1970751273,0.2042129737,0.0644444328,0.0816886623,0.0052119252,0.0251056047,0.1600176924054747,C13H18O6N2,PUCs,Lignin-like,Proteins,CRAM,
297.114085,1470727.6,18,18,4,0,0,0,0,0,0.210733991695784,1,297.113267468483,297.113295423445,298.120571890325,8.49,328085.8,0.0076537909008786,834,CHO,Altamaha_PP48_000107-4_p08,10.0,6.0,0.42857,0.5,0.22222,1.0,0.0,0.0,,,-0.55556,76.13333,0.22222,297.0,0.2190736784,0.1813744222,2.1941706149,0.2071411445,0.0615189089,0.084615626,0.0081381354,0.0280320109,0.10149658075303439,C18H18O4,PPAs,Polyphenol-like,Not Matched,,
297.135209,23889680.0,15,22,6,0,0,0,0,0,0.107377713177034,1,297.134391394164,297.134393985687,298.141670452567,174.14,334636.5,0.124323916549131,835,CHO,Altamaha_PP48_000107-4_p08,5.0,-1.0,0.0,0.16667,0.4,1.46667,0.0,0.0,,,-0.66667,79.3,0.4,297.0,0.1979672723,0.2025093073,2.1732046734,0.2282778621,0.0404012979,0.1057436297,0.0292607002,0.0491559905,0.11940520600637425,C15H22O6,PUCs,Lignin-like,Not Matched,CRAM,
297.153831,14681878.0,16,26,3,0,0,1,0,0,0.0162134924969812,1,297.153013328644,297.152993758239,298.160270225119,106.11,334127.9,0.0764057356673056,836,CHOS,Altamaha_PP48_000107-4_p08,4.0,1.0,0.0,0.11111,0.1875,1.625,0.0,0.0,,,-1.125,92.3625,0.1875,297.0,0.1788165002,0.2216859196,2.154181351,0.2474561371,0.0212403591,0.1249139984,0.0484261339,0.0683227079,0.1031110383699882,C16H26O3S,UAAs,Lipid-like,Not Matched,,
297.171657,2312988.8,16,26,5,0,0,0,0,0,0.143835355427113,1,297.170839265922,297.170790366762,298.178066833642,14.72,368221.5,0.0120369894678486,837,CHO,Altamaha_PP48_000107-4_p08,4.0,-1.0,0.0,0.11111,0.3125,1.625,0.0,0.0,,,-1.0,88.8,0.3125,297.0,0.1616229001,0.2389027191,2.1371021755,0.2646744293,0.0040376313,0.1421251923,0.0656328972,0.0855306238,0.10571712257894089,C16H26O5,UAAs,Aliphatic-like,Not Matched,,
298.057734,3363424.3,12,13,8,1,0,0,0,0,0.092628138143547,1,298.056913144448,298.056867634172,299.064144101052,22.47,372187.6,0.0175035447102062,838,CHON,Altamaha_PP48_000107-4_p08,7.0,-1.0,0.0,0.28571,0.66667,1.08333,0.08333,0.0,inf,0.0,0.5,46.05,0.75,298.0,0.2759715519,0.1257490814,2.2573448963,0.1515976845,0.1179161093,0.0286828078,0.0480377108,0.0280806171,0.18949400541333727,C12H13O8N,PUCs,Lignin-like,Not Matched,CRAM,
298.094075,4166765.5,13,17,7,1,0,0,0,0,0.107242289529571,1,298.09325401627,298.093257514943,299.100533981823,28.41,351690.0,0.0216842003033024,840,CHON,Altamaha_PP48_000107-4_p08,6.0,-1.0,0.0,0.17647,0.53846,1.30769,0.07692,0.0,inf,0.0,0.0,60.3,0.61538,298.0,0.2396271797,0.1621424933,2.2212423983,0.1879942518,0.0815524427,0.0650643704,0.0116655138,0.0082940161,0.15719382149741679,C13H17O7N,PUCs,Lignin-like,Not Matched,CRAM,
299.020667,1860032.0,15,8,7,0,0,0,0,0,0.193762554471596,1,299.019842743909,299.019784278618,300.027060745498,11.36,390059.4,0.0096797639460517,844,CHO,Altamaha_PP48_000107-4_p08,12.0,5.0,0.625,0.73913,0.46667,0.53333,0.0,0.0,,,0.4,48.9,0.46667,299.0,0.3147074877,0.0883101844,2.3024781088,0.1142422451,0.1561417302,0.0090694879,0.0860377147,0.0660161854,0.1471295996322171,C15H8O7,PAs,Cond. aromatic-like,Not Matched,,
299.023936,3032513.3,12,12,7,0,0,1,0,0,0.0466672418152262,1,299.02311173235,299.02311096461,300.03038743149,20.03,367776.6,0.0157814558605778,845,CHOS,Altamaha_PP48_000107-4_p08,7.0,0.0,0.0,0.33333,0.58333,1.0,0.0,0.0,,,0.33333,50.8,0.58333,299.0,0.3107946818,0.0922282699,2.2985913428,0.1181606703,0.152226847,0.0051526781,0.0821219132,0.0621001216,0.17991754777243169,C12H12O7S,PUCs,Lignin-like,Not Matched,CRAM,
299.041707,22923720.0,12,12,9,0,0,0,0,0,0.0829500882136683,1,299.040882669511,299.040880406239,300.048156873119,167.0,336149.2,0.119296978958096,847,CHO,Altamaha_PP48_000107-4_p08,7.0,-2.0,0.0,0.33333,0.75,1.0,0.0,0.0,,,0.5,46.05,0.75,299.0,0.2936010816,0.1094450695,2.2815121673,0.1353789626,0.1350241192,0.0120585159,0.0649151499,0.0448922057,0.18800439960629928,C12H12O9,PUCs,Tannin-like,Not Matched,CRAM,
299.056935,3364301.3,16,12,6,0,0,0,0,0,0.0345657274708048,1,299.056110615661,299.056122022829,300.063398489709,22.48,373996.3,0.0175081086924284,848,CHO,Altamaha_PP48_000107-4_p08,11.0,5.0,0.5,0.61538,0.375,0.75,0.0,0.0,,,0.0,60.3,0.375,299.0,0.2783631155,0.1247035963,2.2663756108,0.1506388124,0.1197780635,0.0273120747,0.0496655177,0.0296415522,0.12688599727418892,C16H12O6,PPAs,Polyphenol-like,Not Matched,,
299.060329,2814926.5,13,16,6,0,0,1,0,0,0.0865055355948948,1,299.059504603659,299.059456511884,300.066732978764,18.42,357554.4,0.0146491157385924,849,CHOS,Altamaha_PP48_000107-4_p08,6.0,0.0,0.0,0.22222,0.46154,1.23077,0.0,0.0,,,-0.15385,64.68462,0.46154,299.0,0.2744503096,0.1286216818,2.2624888449,0.1545572376,0.1158631804,0.0312288845,0.0457497162,0.0257254883,0.1505465682434386,C13H16O6S,PUCs,Lignin-like,Not Matched,CRAM,
299.078068,60221908.0,13,16,8,0,0,0,0,0,0.0042097326077725,1,299.077243540927,299.077242286796,300.084518753676,442.58,341320.3,0.313399905926803,851,CHO,Altamaha_PP48_000107-4_p08,6.0,-2.0,0.0,0.22222,0.61538,1.23077,0.0,0.0,,,0.0,60.3,0.61538,299.0,0.2572567095,0.1458384813,2.2454096693,0.1717755299,0.0986604525,0.0484400784,0.0285429529,0.0085175725,0.15616738126054022,C13H16O8,PUCs,Lignin-like,Not Matched,,
299.093284,2652122.5,17,16,5,0,0,0,0,0,0.0652688199063019,1,299.092459487115,299.092477570062,300.099754036942,17.22,376480.9,0.0138018699441797,852,CHO,Altamaha_PP48_000107-4_p08,10.0,5.0,0.41667,0.51724,0.29412,0.94118,0.0,0.0,,,-0.35294,70.35882,0.29412,299.0,0.2420187433,0.1610970081,2.2302731129,0.1870353797,0.0834143969,0.0636936372,0.0132933208,0.0067330811,0.11153927723133383,C17H16O5,PPAs,Polyphenol-like,Not Matched,,
299.096696,2497499.8,14,20,5,0,0,1,0,0,0.0580354197890906,1,299.095871475048,299.095850559008,300.103127025888,16.07,380855.1,0.0129972003273661,853,CHOS,Altamaha_PP48_000107-4_p08,5.0,0.0,0.0,0.14286,0.35714,1.42857,0.0,0.0,,,-0.57143,76.58571,0.35714,299.0,0.2381059374,0.1650150936,2.2263863469,0.1909538049,0.0794995137,0.0676104471,0.0093775192,0.0106491449,0.12941927459265037,C14H20O5S,PUCs,Lignin-like,Not Matched,CRAM,
